lemma,genus,nominativ plural
Kartenzahlung,f,Kartenzahlungen
Kartesianismus,m,
Karthager,m,Karthager
Karthagerin,f,Karthagerinnen
Karthago,,
Karthause,f,
Kartierung,f,Kartierungen
Kartler,m,Kartler
Kartoffel,f,Kartoffeln
Kartoffelacker,m,Kartoffeläcker
Kartoffelbrei,m,Kartoffelbreie
Kartoffelbrot,n,Kartoffelbrote
Kartoffelchip,m,Kartoffelchips
Kartoffeldeutscher,m,
Kartoffelernte,f,Kartoffelernten
Kartoffelfeld,n,Kartoffelfelder
Kartoffelfeuer,n,Kartoffelfeuer
Kartoffelgericht,n,Kartoffelgerichte
Kartoffelkeller,m,Kartoffelkeller
Kartoffelkloß,m,Kartoffelklöße
Kartoffelknödel,m,Kartoffelknödel
Kartoffelkäfer,m,Kartoffelkäfer
Kartoffelmus,n,Kartoffelmuse
Kartoffelnase,f,Kartoffelnasen
Kartoffelomelett,n,
Kartoffelpreis,m,Kartoffelpreise
Kartoffelpuffer,m,Kartoffelpuffer
Kartoffelpüree,n,Kartoffelpürees
Kartoffelreibe,f,Kartoffelreiben
Kartoffelroder,m,Kartoffelroder
Kartoffelsack,m,Kartoffelsäcke
Kartoffelsalat,m,Kartoffelsalate
Kartoffelschale,f,Kartoffelschalen
Kartoffelscheibe,f,Kartoffelscheiben
Kartoffelschäler,m,Kartoffelschäler
Kartoffelsilo,,Kartoffelsilos
Kartoffelsorte,f,Kartoffelsorten
Kartoffelstampfer,m,Kartoffelstampfer
Kartoffelstock,m,
Kartoffelsuppe,f,Kartoffelsuppen
Kartografie,f,
Kartograph,m,Kartographen
Kartographie,f,
Kartomantie,f,
Karton,m,
Kartothek,f,Kartotheken
Kartusche,f,Kartuschen
Kartvelisch,,
Kartätsche,f,Kartätschen
Kartäuser,m,Kartäuser
Kartäusermönch,m,Kartäusermönche
Karunkel,f,Karunkeln
Karussell,n,
Karwendel,n,
Karwoche,f,Karwochen
Karyatide,f,Karyatiden
Karyoplasma,n,
Karyopse,f,Karyopsen
Karzer,m,Karzer
Karzinogen,n,Karzinogene
Karzinologie,f,
Karzinom,n,Karzinome
Kasache,m,Kasachen
Kasachin,f,Kasachinnen
Kasachisch,,
Kasachstan,,
Kasan,,
Kasatschok,m,Kasatschoks
Kasbah,,
Kaschemme,f,Kaschemmen
Kaschiermaschine,f,Kaschiermaschinen
Kaschmir,m,
Kaschmir,,
Kaschmirgarn,n,Kaschmirgarne
Kaschmirschal,m,
Kaschott,n,Kaschotts
Kaschubien,,
Kaschubisch,,
Kasein,n,Kaseine
Kasel,f,Kaseln
Kasematte,f,Kasematten
Kaserne,f,Kasernen
Kasernengebäude,n,Kasernengebäude
Kasernengelände,n,Kasernengelände
Kasernenhof,m,Kasernenhöfe
Kashmiri,,
Kasimir,,
Kasino,n,Kasinos
Kasinobesucher,m,Kasinobesucher
Kasinobetreiber,m,Kasinobetreiber
Kasinolizenz,f,Kasinolizenzen
Kaskade,f,Kaskaden
Kaskadeur,m,Kaskadeure
Kaskadierung,f,Kaskadierungen
Kasko,m,Kaskos
Kasko,f,Kaskos
Kaskoversicherung,f,Kaskoversicherungen
Kasper,m,Kasper
Kasperltheater,n,Kasperltheater
Kaspertheater,n,Kaspertheater
Kaspisches Meer,n,
Kassa,f,Kassen
Kassandra,,
Kassation,f,Kassationen
Kassazettel,m,Kassazettel
Kasse,f,Kassen
Kassel,,
Kassengestell,n,Kassengestelle
Kassengift,n,Kassengifte
Kassenhäuschen,n,Kassenhäuschen
Kassenpatient,m,Kassenpatienten
Kassenpatientin,f,Kassenpatientinnen
Kassenschlager,m,Kassenschlager
Kassenschlüssel,m,Kassenschlüssel
Kassensturz,m,Kassenstürze
Kassentisch,m,Kassentische
Kassenwart,m,Kassenwarte
Kassenzettel,m,Kassenzettel
Kasserolle,f,Kasserollen
Kassette,f,Kassetten
Kassettendecke,f,Kassettendecken
Kassettenfilm,m,Kassettenfilme
Kassettenfilter,,Kassettenfilter
Kassettenradio,n,Kassettenradios
Kassettenrecorder,m,Kassettenrecorder
Kassettenrekorder,m,Kassettenrekorder
Kassia,f,Kassien
Kassiber,m,Kassiber
Kassie,f,Kassien
Kassier,m,Kassiere
Kassierer,m,Kassierer
Kassiererin,f,Kassiererinnen
Kassierin,f,Kassierinnen
Kassite,m,Kassiten
Kassler,n,Kassler
Kastanie,f,Kastanien
Kastanienallee,f,Kastanienalleen
Kastanienbaum,m,Kastanienbäume
Kastanienholz,n,Kastanienhölzer
Kastanienwald,m,Kastanienwälder
Kastanienzweig,m,Kastanienzweige
Kaste,f,Kasten
Kastell,n,Kastelle
Kastellan,m,Kastellane
Kastellanismus,m,Kastellanismen
Kastellaun,,
Kasten,m,
Kastenfuß,m,Kastenfüße
Kastenstand,m,Kastenstände
Kastenwagen,m,Kastenwagen
Kastilien-La Mancha,,
Kastilien-León,,
Kastilisch,,
Kastrat,m,Kastraten
Kastration,f,Kastrationen
Kastrationskomplex,m,Kastrationskomplexe
Kasuar,m,Kasuare
Kasuistik,f,
Kasus,m,Kasus
Kasusgrammatik,f,Kasusgrammatiken
Kasusrektion,f,Kasusrektionen
Kasusrolle,f,Kasusrollen
Kat,m,Kats
Kat,n,–
Kata,n,
Katabolismus,m,
Katafalk,m,Katafalke
Katakana,,
Kataklysmus,m,Kataklysmen
Katakombe,f,Katakomben
Katalane,m,Katalanen
Katalanin,f,Katalaninnen
Katalanisch,,
Katalanismus,m,Katalanismen
Katalanistik,f,
Katalaunische Felder,n,
Katalepsie,f,Katalepsien
Katalexe,f,Katalexen
Katalog,m,Kataloge
Katalognummer,f,Katalognummern
Katalonien,,
Katalysator,m,Katalysatoren
Katalyse,f,Katalysen
Katamaran,m,Katamarane
Katana,n,Katanas
Katapher,f,Kataphern
Kataphora,f,Kataphoras
Kataphrakt,m,Kataphrakten
Katapult,n,Katapulte
Katapultpost,f,
Katapultstart,m,Katapultstarts
Katar,,
Katarakt,m,Katarakte
Katarakt,f,Katarakte
Katarer,m,Katarer
Katarerin,f,Katarerinnen
Katarrh,m,Katarrhe
Kataster,,Kataster
Katasteramt,n,Katasterämter
Katastralgemeinde,f,Katastralgemeinden
Katastrophe,f,Katastrophen
Katastrophenalarm,m,Katastrophenalarme
Katastrophenfall,m,Katastrophenfälle
Katastrophenfilm,m,Katastrophenfilme
Katastrophenjahr,n,Katastrophenjahre
Katastrophenreaktion,f,
Katastrophenschutz,m,
Katastrophentourist,m,Katastrophentouristen
Katatonie,f,Katatonien
Katatoniker,m,Katatoniker
Katatonikerin,f,Katatonikerinnen
Kate,f,Katen
Katechese,f,Katechesen
Katechet,m,Katecheten
Katechismus,m,Katechismen
Katechismusunterricht,m,
Katechumene,m,Katechumenen
Kategorie,f,Kategorien
Kater,m,Kater
Katerstimmung,f,Katerstimmungen
Katharer,m,Katharer
Katharevousa,,
Katharina,,
Katharinablume,f,Katharinablumen
Katharinenbirne,f,Katharinenbirnen
Katharinenblume,f,Katharinenblumen
Katharinenbruder,m,Katharinenbrüder
Katharinenbruderschaft,f,Katharinenbruderschaften
Katharinenkirche,f,Katharinenkirchen
Katharinenmarkt,m,Katharinenmärkte
Katharinenpfirsich,m,Katharinenpfirsiche
Katharinenpflaume,f,Katharinenpflaumen
Katharinenschwester,f,Katharinenschwestern
Katharinentag,m,Katharinentage
Katharinenwinter,m,Katharinenwinter
Katharinenzins,m,Katharinenzinsen
Katharinerin,f,Katharinerinnen
Katharismus,m,
Katharsis,f,
Katheder,m,Katheder
Kathederblüte,f,Kathederblüten
Kathedersozialist,m,Kathedersozialisten
Kathederweisheit,f,Kathederweisheiten
Kathedrale,f,Kathedralen
Kathedralentscheidung,f,Kathedralentscheidungen
Kathedralgotik,f,
Kathete,f,Katheten
Kathetensatz,m,
Katheter,m,Katheter
Katheterung,f,Katheterungen
Kathi,f,Kathis
Kathmandu,,
Kathode,f,Kathoden
Kathodenstrahl,m,Kathodenstrahlen
Kathole,m,Katholen
Katholik,m,Katholiken
Katholikenemanzipation,f,
Katholikentag,m,Katholikentage
Katholikin,f,Katholikinnen
Katholikon,n,Katholika
Katholische Könige,m,
Katholizismus,m,
Kathrin,,
Katima Mulilo,,
Kation,n,Kationen
Kationenaustauschkapazität,f,Kationenaustauschkapazitäten
Katja,,
Katjana,,
Katode,f,Katoden
Katrice,,
Katrin,,
Katschi,,Katschis
Katschin,,Katschin
Kattegat,n,
Kattowitz,,
Kattowitzer,m,Kattowitzer
Katze,f,Katzen
Katzenart,f,Katzenarten
Katzenauge,n,Katzenaugen
Katzenbesitzer,m,Katzenbesitzer
Katzenbuckel,m,Katzenbuckel
Katzendreck,m,
Katzenelnbogen,,
Katzenfell,n,Katzenfelle
Katzenfreund,m,Katzenfreunde
Katzenfreundin,f,Katzenfreundinnen
Katzenfutter,n,Katzenfutter
Katzengold,n,
Katzengras,n,Katzengräser
Katzenjammer,m,
Katzenjunges,n,
Katzenklappe,f,Katzenklappen
Katzenklavier,n,Katzenklaviere
Katzenklo,n,Katzenklos
Katzenkonzert,n,Katzenkonzerte
Katzenliebhaber,m,Katzenliebhaber
Katzenliebhaberin,f,Katzenliebhaberinnen
Katzenminze,f,Katzenminzen
Katzenmusik,f,Katzenmusiken
Katzennarr,m,Katzennarren
Katzenpfote,f,Katzenpfoten
Katzenrasse,f,Katzenrassen
Katzenspiel,n,Katzenspiele
Katzensprung,m,Katzensprünge
Katzenstreu,f,
Katzentisch,m,Katzentische
Katzenwäsche,f,Katzenwäschen
Katzoff,m,Katzoffs
Katzuff,m,Katzuffs
Kaub,,
Kauderwelsch,n,
Kaudiner,m,Kaudiner
Kaue,f,Kauen
Kauf,m,Käufe
Kauf-Nix-Tag,m,Kauf-Nix-Tage
Kaufargument,n,Kaufargumente
Kaufbeuren,,
Kaufempfehlung,f,Kaufempfehlungen
Kaufentscheidung,f,Kaufentscheidungen
Kauffahrer,m,Kauffahrer
Kauffahrteischiff,n,Kauffahrteischiffe
Kauffrau,f,Kauffrauen
Kaufhaus,n,Kaufhäuser
Kaufinteresse,n,Kaufinteressen
Kaufkraft,f,
Kaufkraftparität,f,Kaufkraftparitäten
Kaufladen,m,Kaufläden
Kaufleute,,Kaufleute
Kaufmann,m,Kaufmänner
Kaufmann,,
Kaufmannschaft,f,Kaufmannschaften
Kaufmannsladen,m,Kaufmannsläden
Kaufmannslehre,f,
Kaufmannssprache,f,Kaufmannssprachen
Kaufoption,f,Kaufoptionen
Kaufpreis,m,Kaufpreise
Kaufrausch,m,Kaufräusche
Kaufsucht,f,
Kaufsumme,f,Kaufsummen
Kaufsüchtiger,m,Kaufsüchtigen
Kaufvertrag,m,Kaufverträge
Kaufwut,f,
Kaugummi,,Kaugummis
Kaugummiautomat,m,Kaugummiautomaten
Kaukasier,m,Kaukasier
Kaukasus,m,
Kaulbarsch,m,Kaulbarsche
Kauleiste,f,Kauleisten
Kaulquappe,f,Kaulquappen
Kaumuskel,m,Kaumuskeln
Kauri,,Kauris
Kaurimuschel,f,Kaurimuscheln
Kausaladverb,n,Kausaladverbien
Kausalität,f,Kausalitäten
Kausalitätsprinzip,n,
Kausalkette,f,Kausalketten
Kausalnexus,m,Kausalnexus
Kausalsatz,m,Kausalsätze
Kausativ,,Kausative
Kautabak,m,Kautabake
Kaute,f,Kauten
Kautel,f,Kautelen
Kaution,f,Kautionen
Kautschuk,m,Kautschuke
Kautschukindustrie,f,Kautschukindustrien
Kautschukplantage,f,Kautschukplantagen
Kautschukproduktion,f,Kautschukproduktionen
Kautschukware,f,Kautschukwaren
Kautsky,,
Kauwerkzeug,n,Kauwerkzeuge
Kauz,m,Käuze
Kavalier,m,Kavaliere
Kavalier,n,Kavaliere
Kavalierhaus,n,Kavalierhäuser
Kavaliersdelikt,n,Kavaliersdelikte
Kavalierstour,f,Kavalierstouren
Kavalkade,f,Kavalkaden
Kavallerie,f,Kavallerien
Kavallerieoffizier,m,Kavallerieoffiziere
Kavalleriepferd,n,Kavalleriepferde
Kavallerist,m,Kavalleristen
Kavatine,f,Kavatinen
Kaventsmann,m,Kaventsmänner
Kaverne,f,Kavernen
Kavernenkraftwerk,n,Kavernenkraftwerke
Kaviar,m,Kaviare
Kaviarbrötchen,n,Kaviarbrötchen
Kavitation,f,Kavitationen
Kavität,f,Kavitäten
Kawi,,
Kazike,m,Kaziken
Kazoo,n,Kazoos
Kea,m,Keas
Kebab,,Kebabs
Kebap,m,Kebaps
Kebse,f,Kebsen
Kebsfrau,f,Kebsfrauen
Kebsweib,n,Kebsweiber
Keder,m,Keder
Keeper,m,Keeper
Keeperin,f,Keeperinnen
Keetmanshoop,,
Kefir,m,
Kegel,m,Kegel
Kegelbahn,f,Kegelbahnen
Kegelclub,m,Kegelclubs
Kegelfläche,f,Kegelflächen
Kegelgewölbe,n,Kegelgewölbe
Kegelhut,m,Kegelhüte
Kegelklub,m,Kegelklubs
Kegeln,n,
Kegelrad,n,Kegelräder
Kegelschnitt,m,Kegelschnitte
Kegelschub,m,Kegelschübe
Kegelstumpf,m,Kegelstümpfe
Kegelverein,m,Kegelvereine
Kehillah,f,Kehillahs
Kehl,,
Kehlbalken,m,Kehlbalken
Kehle,f,Kehlen
Kehlkopf,m,Kehlköpfe
Kehlkopfentzündung,f,Kehlkopfentzündungen
Kehlkopfkrebs,m,Kehlkopfkrebse
Kehlkopflaut,m,Kehlkopflaute
Kehlkopfverschlusslaut,m,Kehlkopfverschlusslaute
Kehllaut,m,Kehllaute
Kehlsack,m,Kehlsäcke
Kehraus,m,
Kehrblech,n,Kehrbleche
Kehricht,,
Kehrmaschine,f,Kehrmaschinen
Kehrreim,m,Kehrreime
Kehrseite,f,Kehrseiten
Kehrspan,m,Kehrspäne
Kehrtwende,f,Kehrtwenden
Kehrwert,m,Kehrwerte
Kehrwisch,m,Kehrwische
Keike,,
Keil,m,Keile
Keile,f,
Keiler,m,Keiler
Keilerei,f,Keilereien
Keilhaue,f,Keilhauen
Keilhose,f,Keilhosen
Keilschrift,f,Keilschriften
Keilstein,m,Keilsteine
Keim,m,Keime
Keim,,
Keimbefall,m,Keimbefälle
Keimbelastung,f,Keimbelastungen
Keimbildung,f,Keimbildungen
Keimblatt,n,Keimblätter
Keimdrüse,f,Keimdrüsen
Keimdrüsenhormon,n,Keimdrüsenhormone
Keimling,m,Keimlinge
Keimmonat,m,Keimmonate
Keimplasma,n,Keimplasmen
Keimplasmatheorie,f,Keimplasmatheorien
Keimscheibe,f,Keimscheiben
Keimschleuder,f,Keimschleudern
Keimstimmung,f,
Keimung,f,Keimungen
Keimzahl,f,Keimzahlen
Keimzelle,f,Keimzellen
Keimöl,n,Keimöle
Keirin,n,
Keks,,Kekse
Keksdose,f,Keksdosen
Kelbra,,
Kelch,m,Kelche
Kelchkommunion,f,Kelchkommunionen
Kelheim,,
Kelim,m,Kelims
Kelkheim,,
Kelle,f,Kellen
Keller,m,Keller
Keller,,
Kellerabfüllung,f,Kellerabfüllungen
Kellerassel,f,Kellerasseln
Kellerautomat,m,Kellerautomaten
Kellerbewohner,m,Kellerbewohner
Kellerbewohnerin,f,Kellerbewohnerinnen
Kellerbier,n,Kellerbiere
Kellerbrand,m,Kellerbrände
Kellerdecke,f,Kellerdecken
Kellerduell,n,Kellerduelle
Kellereiabfüllung,f,Kellereiabfüllungen
Kellerfenster,n,Kellerfenster
Kellerfeuchte,f,
Kellergeschoss,n,Kellergeschosse
Kellergeschoß,n,Kellergeschoße
Kellergewölbe,n,Kellergewölbe
Kellerkataster,n,Kellerkataster
Kellerkind,n,Kellerkinder
Kellerlüftung,f,Kellerlüftungen
Kellerraum,m,Kellerräume
Kellertheater,n,Kellertheater
Kellertreppe,f,Kellertreppen
Kellertür,f,Kellertüren
Kellerwand,f,Kellerwände
Kellerwohnung,f,Kellerwohnungen
Kellinghusen,,
Kellion,n,Kellien
Kellner,m,Kellner
Kellnerin,f,Kellnerinnen
Kelly,,Kellys
Keloid,n,Keloide
Keloidose,f,Keloidosen
Kelp,n,
Kelpwald,m,Kelpwälder
Kelsterbach,,
Kelte,m,Kelten
Kelten,,Kelten
Keltentum,n,
Kelter,f,Keltern
Kelterei,f,Keltereien
Keltiberer,m,Keltiberer
Keltiberisch,,
Keltin,f,Keltinnen
Keltisch,,
Keltologe,m,Keltologen
Keltologie,f,
Kelvin,n,Kelvin
Kemalist,m,Kemalisten
Kemalistin,f,Kemalistinnen
Kemberg,,
Kemenate,f,Kemenaten
Kemerowo,,
Kemnath,,
Kempen,,
Kempo,n,
Kempten,,
Kemptener,m,Kemptener
Ken,n,Ken
Kendo,n,
Kenem,n,Keneme
Kenematik,f,
Kenia,,
Kenia,,
Keniakoalition,f,Keniakoalitionen
Kenianer,m,Kenianer
Kenianerin,f,Kenianerinnen
Kennel,,
Kenner,m,Kenner
Kenner,,
Kenner,,
Kennerin,f,Kennerinnen
Kenning,f,
Kennlaut,m,Kennlaute
Kenntlichkeit,f,
Kenntnis,f,Kenntnisse
Kenntnisnahme,f,–
Kenntnisstand,m,Kenntnisstände
Kennung,f,Kennungen
Kennwort,n,Kennwörter
Kennzahl,f,Kennzahlen
Kennzeichen,n,Kennzeichen
Kennzeichentafel,f,Kennzeichentafeln
Kennzeichnung,f,Kennzeichnungen
Kennzeichnungspflicht,f,Kennzeichnungspflichten
Kenologie,f,
Kenotaph,n,Kenotaphe
Kentaur,m,Kentauren
Kentucky,,
Kentuckywaldsänger,m,Kentuckywaldsänger
Kentumsprache,f,Kentumsprachen
Kenzan,m,Kenzans
Kenzingen,,
Kerala,,
Keramik,f,Keramiken
Keramiker,m,Keramiker
Keramikerin,f,Keramikerinnen
Keramikfigur,f,Keramikfiguren
Keramikfüllung,f,Keramikfüllungen
Keramikgefäß,n,Keramikgefäße
Keramikgeschirr,n,Keramikgeschirre
Keramikplatte,f,Keramikplatten
Keramikschale,f,Keramikschalen
Keratin,n,Keratine
Keratoconjunctivitis,f,Keratoconjunctivitiden
Keratokonus,m,
Keratolyse,f,Keratolysen
Kerbe,f,Kerben
Kerbel,m,–
Kerbholz,n,Kerbhölzer
Kerbschlagbiegeversuch,m,Kerbschlagbiegeversuche
Kerf,m,Kerfe
Kerker,m,Kerker
Kerl,m,
Kerle,m, Kerle
Kermes,m,Kermes
Kermesbeere,f,Kermesbeeren
Kermeseiche,f,Kermeseichen
Kern,m,Kerne
Kern,,
Kernaufgabe,f,Kernaufgaben
Kernbeißer,m,Kernbeißer
Kernbetrieb,m,Kernbetriebe
Kernbohrer,m,Kernbohrer
Kernbohrung,f,Kernbohrungen
Kernel,m,Kernel
Kernenergie,f,Kernenergien
Kerner,m,Kerner
Kernfamilie,f,Kernfamilien
Kernfission,f,
Kernfusion,f,Kernfusionen
Kernfusionforschungsanlage,f,Kernfusionforschungsanlagen
Kernfusionsreaktor,m,Kernfusionsreaktoren
Kerngebiet,n,Kerngebiete
Kerngedanke,m,Kerngedanken
Kerngehäuse,n,Kerngehäuse
Kerngeschäft,n,Kerngeschäfte
Kerngrammatik,f,Kerngrammatiken
Kernholz,n,Kernhölzer
Kernkapital,n,
Kernkompetenz,f,Kernkompetenzen
Kernkraft,f,Kernkräfte
Kernkraftgegner,m,Kernkraftgegner
Kernkraftgegnerin,f,Kernkraftgegnerinnen
Kernkraftwerk,n,Kernkraftwerke
Kernladungszahl,f,Kernladungszahlen
Kernobst,n,
Kernphonem,n,Kernphoneme
Kernphysik,f,
Kernproblem,n,Kernprobleme
Kernreaktion,f,Kernreaktionen
Kernreaktor,m,Kernreaktoren
Kernsanierung,f,Kernsanierungen
Kernsatz,m,Kernsätze
Kernschmelze,f,Kernschmelzen
Kernseife,f,Kernseifen
Kernspaltung,f,Kernspaltungen
Kernspeicher,m,Kernspeicher
Kernspintomographie,f,Kernspintomographien
Kerntechnik,f,Kerntechniken
Kerntemperatur,f,Kerntemperaturen
Kernthema,n,Kernthemen
Kernwaffe,f,Kernwaffen
Kernwaffenexplosion,f,Kernwaffenexplosionen
Kernwaffenproduktion,f,Kernwaffenproduktionen
Kernwaffentest,,
Kernwortschatz,m,Kernwortschätze
Kerogen,n,Kerogene
Kerosin,n,
Kerosingeruch,m,Kerosingerüche
Kerosinkosten,,Kerosinkosten
Kerosinpreis,m,Kerosinpreise
Kerpen,,
Kerrin,,
Kerry,,
Kerstin,,
Kerub,m,
Kerve,f,Kerven
Kerwe,f,Kerwen
Kerze,f,Kerzen
Kerzengießer,m,Kerzengießer
Kerzenhalter,m,Kerzenhalter
Kerzenleuchter,m,Kerzenleuchter
Kerzenlicht,n,Kerzenlichter
Kerzenschein,m,
Kerzenstumpf,m,Kerzenstümpfe
Kerzenständer,m,Kerzenständer
Kerzenwachs,n,Kerzenwachse
Kerzlerin,f,Kerzlerinnen
Kescher,m,Kescher
Kessel,m,Kessel
Kesselbrühe,f,Kesselbrühen
Kesselfleisch,n,
Kesselflicker,m,Kesselflicker
Kesselflickerin,f,Kesselflickerinnen
Kesselgalgen,m,Kesselgalgen
Kesselrichter,m,Kesselrichter
Kesselschlacht,f,Kesselschlachten
Kesselschmied,m,Kesselschmiede
Kesselsuppe,f,Kesselsuppen
Ketchup,,Ketchups
Ketchupflasche,f,Ketchupflaschen
Ketel,,
Keton,n,Ketone
Ketsch,f,Ketschen
Ketschua,,
Kettcar,,Kettcars
Kette,f,Ketten
Kettenbrief,m,Kettenbriefe
Kettenbruch,m,Kettenbrüche
Kettenbuch,n,Kettenbücher
Kettenfahrzeug,n,Kettenfahrzeuge
Kettenhemd,n,Kettenhemden
Kettenhund,m,Kettenhunde
Kettenkarussell,n,
Kettenlinie,f,Kettenlinien
Kettenpanzer,m,Kettenpanzer
Kettenrad,n,Kettenräder
Kettenraucher,m,Kettenraucher
Kettenreaktion,f,Kettenreaktionen
Kettensatz,m,Kettensätze
Kettenschaltung,f,Kettenschaltungen
Kettensäge,f,Kettensägen
Ketzer,m,Ketzer
Ketzerei,f,Ketzereien
Ketzerpredigt,f,Ketzerpredigten
Ketzerprozess,m,Ketzerprozesse
Ketzin,,
Keuchhusten,m,
Keule,f,Keulen
Keulen-Bärlapp,m,
Keusche,f,Keuschen
Keuschheit,f,
Keuschheitsgebot,n,Keuschheitsgebote
Keuschheitsgürtel,m,Keuschheitsgürtel
Kevelaer,,
Kevin,,
Key-Visual,n,Key-Visuals
Keyboard,n,Keyboards
Keyboarder,m,Keyboarder
Keynesianer,m,Keynesianer
Keynesianismus,m,
Kfz-Kennzeichen,n,Kfz-Kennzeichen
Kfz-Pickerl,n,Kfz-Pickerln
Kfz-Spengler,m,Kfz-Spengler
Kha,f,Kha
Khagan,m,Khagane
Khan,m,Khane
Khanat,n,Khanate
Khartoum,,
Khartum,,
Khedive,,Khediven
Khmer,,
Khoisan-Sprache,f,Khoisan-Sprachen
Khomas,,
Khorixas,,
Kiba,m,Kibas
Kibbuz,m,
Kibbuz,n,
Kibbuznik,m,Kibbuzniks
Kiberer,m,Kiberer
Kibibyte,n,Kibibyte
Kichererbse,f,Kichererbsen
Kick,m,Kicks
Kick-off,m,Kick-offs
Kick-off-Meeting,n,Kick-off-Meetings
Kickboxen,n,
Kickboxer,m,Kickboxer
Kickboxerin,f,Kickboxerinnen
Kicker,m,Kicker
Kidnapper,m,Kidnapper
Kidnapperin,f,Kidnapperinnen
Kidnapping,n,Kidnappings
Kidneybohne,f,Kidneybohnen
Kieberer,m,Kieberer
Kiebitz,m,Kiebitze
Kiefer,f,Kiefern
Kiefer,m,Kiefer
Kieferbruch,m,Kieferbrüche
Kieferknochen,m,Kieferknochen
Kiefernbestand,m,Kiefernbestände
Kiefernholz,n,Kiefernhölzer
Kiefernholzgeruch,m,Kiefernholzgerüche
Kiefernnadel,f,Kiefernnadeln
Kiefernspanner,m,Kiefernspanner
Kiefernspinner,m,Kiefernspinner
Kiefernstamm,m,Kiefernstämme
Kiefernsteinpilz,m,Kiefernsteinpilze
Kiefernwald,m,Kiefernwälder
Kiefernzapfen,m,Kiefernzapfen
Kiefernzweig,m,Kiefernzweige
Kieferorthopäde,m,Kieferorthopäden
Kiel,m,Kiele
Kiel,,
Kieler,m,Kieler
Kielerin,f,Kielerinnen
Kielflügel,m,Kielflügel
Kielschwein,n,Kielschweine
Kielwasser,n,Kielwasser
Kieme,f,Kiemen
Kien,m,
Kienapfel,m,Kienäpfel
Kienspan,m,Kienspäne
Kiepe,f,Kiepen
Kier,,
Kierspe,,
Kies,m,Kiese
Kiesel,m,Kiesel
Kieselgur,f,–
Kieselsinter,m,Kieselsinter
Kieselstein,m,Kieselsteine
Kiesgrube,f,Kiesgruben
Kiesinger,,
Kieslingswalde,,
Kiesweg,m,Kieswege
Kietz,m,Kietze
Kiew,,
Kiewer Rus,f,
Kiez,m,Kieze
Kiezdeutsch,,
Kiezschule,f,Kiezschulen
Kiezsprache,f,Kiezsprachen
Kiffen,n,
Kiffer,m,Kiffer
Kiga,m,Kigas
Kigali,,
Kiki,,
Kiki,m,
Kikongo,,
Kikumon,n,
Kikuyu,,
Kilbe,f,Kilben
Kilbi,f,Kilbenen
Kildare,,
Kilikien,,
Kilimandscharo,m,
Kilkenny,,
Killefit,m,
Killer,m,Killer
Killerinstinkt,m,Killerinstinkte
Killerphrase,f,Killerphrasen
Killersatellit,m,Killersatelliten
Killerspiel,n,Killerspiele
Killervirus,,Killerviren
Killerwal,m,Killerwale
Kilo,,
Kilobyte,n,Kilobyte
Kilogramm,n,Kilogramme
Kilojoule,n,Kilojoule
Kilometer,,Kilometer
Kilometerpauschale,f,Kilometerpauschalen
Kilometerzähler,m,Kilometerzähler
Kilometrierung,f,Kilometrierungen
Kilonewton,n,Kilonewton
Kiloohm,n,Kiloohm
Kiloparsec,n,Kiloparsec
Kilopascal,n,Kilopascal
Kilovolt,n,Kilovolt
Kilowatt,n,Kilowatt
Kilowattstunde,f,Kilowattstunden
Kilt,m,Kilts
Kim,,
Kimber,m,Kimbern
Kimm,f,
Kimme,f,Kimmen
Kimono,m,Kimonos
Kinase,f,Kinasen
Kind,n,Kinder
Kind Gottes,n,Kinder Gottes
Kindbett,n,Kindbetten
Kindbettfieber,n,
Kindchen,n,
Kindelbrück,,
Kinderarbeit,f,Kinderarbeiten
Kinderarmut,f,
Kinderarzt,m,Kinderärzte
Kinderauge,n,Kinderaugen
Kinderausweis,m,Kinderausweise
Kinderbett,n,Kinderbetten
Kinderbewahranstalt,f,Kinderbewahranstalten
Kinderbuch,n,Kinderbücher
Kinderbuchautor,m,Kinderbuchautoren
Kinderbuchautorin,f,Kinderbuchautorinnen
Kinderbuchverlag,m,Kinderbuchverlage
Kinderchirurg,m,Kinderchirurgen
Kinderchor,m,Kinderchöre
Kinderdorf,n,Kinderdörfer
Kinderehe,f,Kinderehen
Kindererziehung,f,
Kinderfahrrad,n,Kinderfahrräder
Kinderfilm,m,Kinderfilme
Kinderflüchtling,m,Kinderflüchtlinge
Kinderfunk,m,
Kinderfuß,m,Kinderfüße
Kinderfürsorge,f,
Kindergarten,m,Kindergärten
Kindergartenbesuch,m,Kindergartenbesuche
Kindergartengebühr,f,Kindergartengebühren
Kindergartengruppe,f,Kindergartengruppen
Kindergartenkind,n,Kindergartenkinder
Kindergartenplatz,m,Kindergartenplätze
Kindergeburtstag,m,Kindergeburtstage
Kindergeld,n,Kindergelder
Kindergesicht,n,Kindergesichter
Kindergrab,n,Kindergräber
Kindergärtler,m,Kindergärtler
Kindergärtner,m,Kindergärtner
Kindergärtnerin,f,Kindergärtnerinnen
Kinderhand,f,Kinderhände
Kinderheilkunde,f,
Kinderheim,n,Kinderheime
Kinderheirat,f,Kinderheiraten
Kinderklinik,f,Kinderkliniken
Kinderkopf,m,Kinderköpfe
Kinderkrankheit,f,Kinderkrankheiten
Kinderkrippe,f,Kinderkrippen
Kinderlachen,n,
Kinderlexikon,n,
